"","NCESSCH","USER_ID","cohort","TreatmentFlag","FIDELmid","EFFmeanMID","EFFmeanFINAL","CoTeachStrat","FINAL_a","FINAL_b","FINAL_c","MID_a","MID_b","MID_c","REG_a","REG_b","REG_c","CollabDialogueFinal","CollabDialogueMid","FidelMax","REG_Gender","REG_AgeRange","REG_Exper","REG_GPA","pctLunch","Enrollment","keep","ZPR_1","ZEFFmeanFINAL","ZEFFmeanMID","ZFIDELmid","ZREG_GPA","cc","FIDxGRP","PRE_1","COO_1","LEV_1","PRE_2","COO_2","LEV_2"
"60",421776006346,"412","Semester 4",1,4.18181818181818,3.08333333333333,3.25,2,3.25,3.5,3,3.25,3.5,2.5,3.25,3.25,3.5,3.1,2.8,4.25,2,1,1,4,0.17671809256662,713,0,-0.667825610019903,-0.862659440330265,-0.667825610019905,-0.32397999524261,1.30324482124238,1,4.18181818181818,-0.288744648473962,0.000384020042137899,0.00340758199688505,-0.385466651707841,0.000212935142213144,0.00528541984554635
"61",421776006346,"490","Semester 5",1,3.54545454545455,3.41666666666667,3.66666666666667,1,3.25,4,3.75,3.25,4,3,3,3,3.5,1.2,1.5,4.91666666666667,2,2,1,3.1,0.17671809256662,713,0,0.192504891144527,0.149930434506167,0.192504891144526,-1.32515720005331,-2.2919894104322,1,3.54545454545455,-0.742479745806294,0.00701735416694544,0.0203947151470938,-0.794991566862981,0.00658485245074378,0.0209482203169471
"62",421776006345,"233","Semester 2",1,2.36363636363636,2.25,2.58333333333333,1,2.25,3,2.5,2,2,2.75,2.25,2,2.25,4.5,3.7,2.91666666666667,2,1,1,3.9,0.133738601823708,987,0,-2.81865186293098,-2.48280324006856,-2.81865186293098,-3.18448629470176,0.903774351056318,1,2.36363636363636,-1.58513064085205,0.0610249764495646,0.102955280214522,-1.55553783786538,0.0527489896444299,0.10313106437065
"63",421776006345,"234","Semester 2",1,4.18181818181818,2.33333333333333,3.5,3,3.75,3.5,3.25,2.25,2.75,2,2.75,1.75,2,1,2.3,4.83333333333333,2,1,1,3.5,0.133738601823708,987,0,-2.60356923763987,-0.255105515428406,-2.60356923763988,-0.32397999524261,-0.69410752968794,1,4.18181818181818,-0.288744648473962,0.0143194427622561,0.00340758199688505,-0.385466651707841,0.0131403658335211,0.00528541984554635
"64",421776006345,"235","Semester 2",1,4.18181818181818,3.08333333333333,3,2,3,3,3,2.75,3.5,3,3.5,2.25,2.5,2,2.3,5,1,2,1,3.6,0.133738601823708,987,0,-0.667825610019903,-1.47021336523212,-0.667825610019905,-0.32397999524261,-0.294637059501875,1,4.18181818181818,-0.288744648473962,0.000384020042137899,0.00340758199688505,-0.385466651707841,0.000212935142213144,0.00528541984554635
"65",421776006345,"330","Semester 3",1,4.63636363636364,3.33333333333333,3.33333333333333,5,3.25,3.5,3.25,3.25,3.5,3.25,2.75,2.25,2.5,2.1,1.4,4.83333333333333,2,2,1,3.9,0.133738601823708,987,1,-0.0225777341465797,-0.660141465362978,-0.0225777341465811,0.391146579622178,0.903774351056318,1,4.63636363636364,0.0353518496205608,8.59876421522391e-06,0.00304615363198706,-0.0929488551684544,1.45603905368692e-05,0.0063503481543605
"66",421776000459,"237","Semester 2",1,4.54545454545455,3,3.16666666666667,1,3.5,3,3,3.25,3,2.75,3,3,3,2.9,2.2,3.83333333333333,2,1,1,3.71,0.136,500,0,-0.882908235311011,-1.06517741529755,-0.882908235311013,0.248121264649221,0.144780457702796,1,4.54545454545455,-0.0294674499983437,0.0017086950209661,0.0023336234269023,-0.151452414476332,0.00143370250288289,0.00532051963051479
"67",421776000459,"236","Semester 2",1,3.90909090909091,3.41666666666667,3.5,2,4,3.25,3.25,3.25,4,3,3,3,2.75,1.8,2.2,4.66666666666667,2,1,1,3.6,0.136,500,0,0.192504891144527,-0.255105515428406,0.192504891144526,-0.753055940161482,-0.294637059501875,1,3.90909090909091,-0.483202547330676,0.00191192799038191,0.00833333428421001,-0.560977329631472,0.00213248336610934,0.00954752003275516
"68",421776000459,"238","Semester 2",1,3.72727272727273,2.91666666666667,3.08333333333333,2,3.25,3,3,3,2.25,3.5,3,3,3.75,2,2,3.91666666666667,2,2,2,3.5,0.136,500,0,-1.09799086060212,-1.26769539026484,-1.09799086060212,-1.0391065701074,-0.69410752968794,1,3.72727272727273,-0.612841146568485,0.00137327583544439,0.0135792088375876,-0.476401171965325,0.00223436691751577,0.0173159307824841
"69",421776000459,"405","Semester 4",1,4.18181818181818,3.25,3.41666666666667,4,3.25,3.25,3.75,3.5,3.75,2.5,2.5,3,3.25,1,1.8,5,1,1,2,3.7,0.136,500,1,-0.237660359437688,-0.457623490395693,-0.237660359437689,-0.32397999524261,0.10483341068419,1,4.18181818181818,-0.288744648473962,6.9737223227848e-06,0.00340758199688505,-0.18388337542594,7.96452428678443e-06,0.00561476211026424
"70",421776000459,"504","Semester 5",1,4.45454545454545,3.33333333333333,3.33333333333333,2,3.25,3,3.75,3.25,3.25,3.5,2.75,2.5,3.25,1.8,1.3,4.25,2,1,1,3.6,0.136,500,0,-0.0225777341465797,-0.660141465362978,-0.0225777341465811,0.105095949676262,-0.294637059501875,1,4.45454545454545,-0.0942867496172488,1.15644046040112e-05,0.00201350116084971,-0.209955973784209,8.85830395526249e-05,0.00469911253771051
"71",421776000459,"498","Semester 5",1,3.81818181818182,3.58333333333333,3.58333333333333,3,3.5,3.5,3.75,3.5,3.5,3.75,2.5,2,2.75,2.6,1.9,3,2,1,1,3.7,0.136,500,0,0.622670141726743,-0.0525875404611189,0.622670141726743,-0.896081255134439,0.10483341068419,1,3.81818181818182,-0.54802184694958,0.00677733091201785,0.0107600675913827,-0.619480888939349,0.00668616709053405,0.011785062957241
"72",421689006078,"581","Semester 5",1,4.36363636363636,3.16666666666667,4,2,4,4,4,3.25,3.5,2.75,3,3,3.5,1.8,2.4,4.5,2,1,2,3.7,0.43921568627451,255,0,-0.452742984728796,0.960002334375313,-0.452742984728798,-0.0379293652966953,0.10483341068419,1,4.36363636363636,-0.159106049236153,0.000195796542076472,0.00208578683382931,-0.0668762568101854,0.000341743497908586,0.00379324465866639
"73",421689005260,"376","Semester 3",1,4.72727272727273,3.33333333333333,3.91666666666667,5,4,4,3.75,3.25,3,3.75,3.75,3,3.75,1,1.3,5,2,2,1,3.9,0.539499036608863,519,1,-0.0225777341465797,0.757484359408026,-0.0225777341465811,0.534171894595135,0.903774351056318,1,4.72727272727273,0.100171149239465,4.36817870277646e-05,0.00415109177610401,-0.0344452958605773,4.65609574895919e-07,0.00778859810924766
"74",421689003413,"377","Semester 3",1,5,3.25,3.75,2,4,3.25,4,3.75,3,3,4,4,4,1,1,4.91666666666667,2,2,2,3.7,0.370860927152318,302,0,-0.237660359437688,0.352448409473454,-0.237660359437689,0.963247839514007,0.10483341068419,1,5,0.294629048096179,0.00131773117636229,0.00982035384264793,0.342648658344955,0.00132863069042423,0.0102832086558793
"75",421524001785,"214","Semester 2",1,5,3.16666666666667,3.5,2,3.75,3.25,3.5,3.25,3.5,2.75,3,3,3,1.5,1.2,5,1,3,3,3.7,0.429090909090909,550,0,-0.452742984728796,-0.255105515428406,-0.452742984728798,0.963247839514007,0.10483341068419,1,5,0.294629048096179,0.00259779488754818,0.00982035384264793,0.544231934626856,0.00708121811005011,0.0223260170844683
"76",421524000703,"374","Semester 3",1,5,3.5,3,4,3,3,3,3.25,3.75,3.5,3.25,3.75,4,2,1,3.91666666666667,2,2,1,3.73,0.532150776053215,451,1,0.407587516435635,-1.47021336523212,0.407587516435634,0.963247839514007,0.224674551740009,1,5,0.294629048096179,5.93428996402674e-05,0.00982035384264793,0.141065382063054,0.000359076514615325,0.0145538765601578
"77",421524000703,"375","Semester 3",1,5,3.66666666666667,4,5,4,4,4,3.75,4,3.25,3,4,4,2,1.9,4.33333333333333,2,2,1,3.44,0.532150776053215,451,1,0.83775276701785,0.960002334375313,0.83775276701785,0.963247839514007,-0.933789811799579,1,5,0.294629048096179,0.00137191976252195,0.00982035384264793,0.141065382063054,0.00245355800385508,0.0145538765601578
"78",421524000703,"570","Semester 5",1,4.27272727272727,3.66666666666667,4,6,4,4,4,3.75,3.75,3.5,3.25,3.25,3.75,1,1,4.83333333333333,2,2,2,3.4,0.532150776053215,451,1,0.83775276701785,0.960002334375313,0.83775276701785,-0.180954680269653,-1.09357799987401,1,4.27272727272727,-0.223925348855058,0.00271841317347173,0.00255048044584109,-0.125379816118063,0.0022938192007723,0.0044997926689446
"79",421524000703,"577","Semester 5",1,5,4,4,7,4,4,4,4,4,4,3.5,3.25,3.5,1,1,4.83333333333333,2,2,4,3.91,0.532150776053215,451,1,1.69808326818228,0.960002334375313,1.69808326818228,0.963247839514007,0.943721398074926,1,5,0.294629048096179,0.00916067920195661,0.00982035384264793,0.745815210908757,0.0138332149776138,0.0506823018459247
"80",421521007441,"Jes","Semester 3 Control",0,5,3.66666666666667,3.66666666666667,0,3.75,3.25,4,3.75,3.5,3.75,NA,NA,NA,1,1,5,2,4,2,3.7,0.521052631578947,380,1,0.83775276701785,0.149930434506167,0.83775276701785,0.963247839514007,0.10483341068419,1,0,0.473058818818284,0.00160851208891965,0.0325569272220965,0.532604865252884,0.000945176490747471,0.0332686541315854
"81",421503006867,"232","Semester 2",1,4.63636363636364,3.33333333333333,3.83333333333333,4,3.75,4,3.75,3.25,3.25,3.5,3,3.25,3,2.2,2.7,4.58333333333333,2,1,2,3.8,0.32463768115942,345,1,-0.0225777341465797,0.55496638444074,-0.0225777341465811,0.391146579622178,0.504303880870253,1,4.63636363636364,0.0353518496205608,8.59876421522391e-06,0.00304615363198706,0.108634421113447,4.09466260523448e-05,0.00412412921408043
"82",421503006867,"231","Semester 2",1,4.54545454545455,3,3.41666666666667,3,3.5,3.25,3.5,2.75,2.75,3.5,3,3.25,3,1.5,2.4,4.5,2,1,1,3.65,0.32463768115942,345,0,-0.882908235311011,-0.457623490395693,-0.882908235311013,0.248121264649221,-0.0949018244088436,1,4.54545454545455,-0.0294674499983437,0.0017086950209661,0.0023336234269023,-0.151452414476332,0.00143370250288289,0.00532051963051479
"83",421503006867,"493","Semester 5",1,5,3.75,3.75,2,4,3.5,3.75,3.25,4,4,2.75,3.25,2.5,1,1,5,2,1,1,3.4,0.32463768115942,345,0,1.05283539230896,0.352448409473454,1.05283539230896,0.963247839514007,-1.09357799987401,1,5,0.294629048096179,0.00267365890817171,0.00982035384264793,0.141065382063054,0.00420233860292515,0.0145538765601578
"84",421503006867,"509","Semester 5",1,5,3.75,4,5,4,4,4,3.75,4,3.5,2.75,2.25,2,2.1,1.3,5,2,1,2,3.8,0.32463768115942,345,1,1.05283539230896,0.960002334375313,1.05283539230896,0.963247839514007,0.504303880870253,1,5,0.294629048096179,0.00267365890817171,0.00982035384264793,0.342648658344955,0.00198989771119097,0.0102832086558793
"85",421503005021,"332","Semester 3",1,4.27272727272727,3.08333333333333,3.41666666666667,6,3.5,3.5,3.25,3,3,3.25,3,2.75,3.25,1.6,2.3,4.5,2,1,2,3.4,0.323144104803493,229,1,-0.667825610019903,-0.457623490395693,-0.667825610019905,-0.180954680269653,-1.09357799987401,1,4.27272727272727,-0.223925348855058,0.000475226375441864,0.00255048044584109,-0.125379816118063,0.000727611785502448,0.0044997926689446
"86",421503005021,"331","Semester 3",1,3.90909090909091,2.66666666666667,3.41666666666667,4,3.5,3,3.75,3.25,2.75,2,3,3,3.5,2.6,2.9,4.25,2,2,1,3.9,0.323144104803493,229,1,-1.74323873647544,-0.457623490395693,-1.74323873647544,-0.753055940161482,0.903774351056318,1,3.90909090909091,-0.483202547330676,0.00664844635170955,0.00833333428421001,-0.560977329631472,0.00525008892957532,0.00954752003275516
"87",421503005021,"494","Semester 5",1,4.27272727272727,3.08333333333333,2,2,2,2,2,3.25,3,3,2.75,2.75,2.75,3.5,2.3,2.66666666666667,2,2,1,3.4,0.323144104803493,229,0,-0.667825610019903,-3.90042906483956,-0.667825610019905,-0.180954680269653,-1.09357799987401,1,4.27272727272727,-0.223925348855058,0.000475226375441864,0.00255048044584109,-0.326963092399963,0.000292623524651036,0.0046815626452263
"88",421503001711,"404","Semester 4",1,3.90909090909091,3.5,3.75,3,3.5,4,3.75,3.25,3.5,3.75,3,3.25,3.5,2.3,2.3,4.58333333333333,2,1,1,3.9,0.226495726495726,234,0,0.407587516435635,0.352448409473454,0.407587516435634,-0.753055940161482,0.903774351056318,1,3.90909090909091,-0.483202547330676,0.00332280503402458,0.00833333428421001,-0.560977329631472,0.00352368468334277,0.00954752003275516
"89",421503001711,"403","Semester 4",1,4.63636363636364,3.41666666666667,3.66666666666667,2,3.75,4,3.25,3.5,3.75,3,3,3.5,2.75,1,1.7,4.58333333333333,2,1,1,3.46,0.226495726495726,234,0,0.192504891144527,0.149930434506167,0.192504891144526,0.391146579622178,-0.853895717762366,1,4.63636363636364,0.0353518496205608,6.32820887974111e-05,0.00304615363198706,-0.0929488551684544,0.000239582768439387,0.0063503481543605
"90",421503000862,"516","Semester 5",1,2.54545454545455,3.08333333333333,3.66666666666667,2,3.5,3.75,3.75,3,3.5,2.75,3.25,3.75,3.5,3.4,3.6,2.83333333333333,2,2,1,3.9,0.412935323383085,402,0,-0.667825610019903,0.149930434506167,-0.667825610019905,-2.89843566475584,0.903774351056318,1,2.54545454545455,-1.45549204161424,0.0202006576693098,0.0859371674901793,-1.43853071924963,0.0159230714592736,0.0859949141593938
"91",421455002618,"set","Semester 3 Control",0,3.81818181818182,3.66666666666667,3.41666666666667,0,3,3.5,3.75,3.75,3.75,3.5,NA,NA,NA,1.6,1,1.33333333333333,1,4,1,3.7,0.248087431693989,915,1,0.83775276701785,-0.457623490395693,0.83775276701785,-0.896081255134439,0.10483341068419,1,0,0.217714293059808,0.0033532317633,0.0225162920452905,0.109013042807333,0.00415332710694613,0.0248880840529151
"92",421410001797,"580","Semester 5",1,4.90909090909091,4,4,4,4,4,4,4,4,4,3.75,3.75,4,2,2,4.25,2,4,4,3.98,0.0849315068493151,365,1,1.69808326818228,0.960002334375313,1.69808326818228,0.82022252454105,1.22335072720517,1,4.90909090909091,0.229809748477274,0.00849583361700025,0.00753819188143445,0.68731165160088,0.0152352563473962,0.049552124320912
"93",421410001776,"Chr","Semester 3 Control",0,3.09090909090909,3.41666666666667,2.83333333333333,0,3,2.75,2.75,3.5,3,3.75,NA,NA,NA,2.8,3.3,4.08333333333333,1,4,1,3.3,0.125964010282776,1167,1,0.192504891144527,-1.8752493151667,0.192504891144526,-2.0402837749181,-1.49304847006007,1,0,0.0605792002853608,0.000402679728584193,0.0628171652693,-0.0276076009856817,0.000946445436686769,0.0643782076824564
"94",421410001776,"441","Semester 4",1,5,3.58333333333333,4,5,4,4,4,4,3.5,3.25,4,4,3.75,1,1.6,4.58333333333333,2,2,2,3.49,0.125964010282776,1167,1,0.622670141726743,0.960002334375313,0.622670141726743,0.963247839514007,-0.734054576706546,1,5,0.294629048096179,0.000500481093011475,0.00982035384264793,0.342648658344955,0.000309362981870022,0.0102832086558793
"95",421410001776,"513","Semester 5",1,4.81818181818182,3.41666666666667,3.75,3,4,3.75,3.5,4,3.5,2.75,3,3.25,3.5,1.1,2,4.91666666666667,2,2,3,3.88,0.125964010282776,1167,0,0.192504891144527,0.352448409473454,0.192504891144526,0.677197209568092,0.823880257019105,1,4.81818181818182,0.16499044885837,2.54207684257824e-06,0.00564843785925314,0.427224816011102,0.000349922397058762,0.0194518589834852
"96",421410001776,"506","Semester 5",1,4.36363636363636,3,3,2,3,3,3,3.25,3,2.75,2.75,2.5,2.75,2,2.4,4,2,2,1,3.6,0.125964010282776,1167,0,-0.882908235311011,-1.47021336523212,-0.882908235311013,-0.0379293652966953,-0.294637059501875,1,4.36363636363636,-0.159106049236153,0.00118966156967088,0.00208578683382931,-0.268459533092086,0.000932296090884818,0.00448612687594769
"97",421410001776,"566","Semester 5",1,5,2.75,3.75,1,3.5,3.75,4,3.5,2.25,2.5,3.25,3.25,3.75,1,2.2,5,2,2,2,3.9,0.125964010282776,1167,0,-1.52815611118433,0.352448409473454,-1.52815611118434,0.963247839514007,0.903774351056318,1,5,0.294629048096179,0.0154526205855667,0.00982035384264793,0.342648658344955,0.0138083751712458,0.0102832086558793
"98",421410001752,"372","Semester 3",1,4.81818181818182,3.33333333333333,3.66666666666667,0,3.5,4,3.5,3.25,3.5,3.25,3.5,3,3.75,1.2,1.5,5,2,2,1,3.2,0.234741784037559,426,0,-0.0225777341465797,0.149930434506167,-0.0225777341465811,0.677197209568092,-1.89251894024613,1,4.81818181818182,0.16499044885837,0.000118136904996708,0.00564843785925314,0.0240582634472998,8.21827442816177e-06,0.00963526949517625
"99",421410001752,"369","Semester 3",1,5,3.91666666666667,4,4,4,4,4,3.75,4,4,4,4,4,2,2,5,2,2,3,4,0.234741784037559,426,1,1.48300064289117,0.960002334375313,1.48300064289117,0.963247839514007,1.30324482124238,1,5,0.294629048096179,0.00656803862788903,0.00982035384264793,0.544231934626856,0.00627851180620441,0.0223260170844683
"100",421410001752,"370","Semester 3",1,4.81818181818182,3.5,3.75,4,3.75,3.5,4,3,4,3.5,3,2.5,3,2,2.5,4.91666666666667,2,1,2,3.3,0.234741784037559,426,1,0.407587516435635,0.352448409473454,0.407587516435634,0.677197209568092,-1.49304847006007,1,4.81818181818182,0.16499044885837,0.000197623387812831,0.00564843785925314,0.225641539729201,9.76411918556269e-05,0.00638682607289699
"101",421410001752,"569","Semester 5",1,4.63636363636364,3.41666666666667,3.75,3,3.5,4,3.75,3.5,3.25,3.5,3,3.25,3.75,1.2,1.7,4.91666666666667,2,2,1,3.37,0.234741784037559,426,0,0.192504891144527,0.352448409473454,0.192504891144526,0.391146579622178,-1.21341914092982,1,4.63636363636364,0.0353518496205608,6.32820887974111e-05,0.00304615363198706,-0.0929488551684544,0.000239582768439387,0.0063503481543605
"102",421410000122,"213","Semester 2",1,5,3.66666666666667,3.66666666666667,1,4,4,3,4,4,3,3,3,3,1.3,1.1,4.75,1,2,3,3.4,0.188925081433225,921,0,0.83775276701785,0.149930434506167,0.83775276701785,0.963247839514007,-1.09357799987401,1,5,0.294629048096179,0.00137191976252195,0.00982035384264793,0.544231934626856,0.000613786548075795,0.0223260170844683
"103",421410000122,"371","Semester 3",1,5,3.5,3.66666666666667,4,3.75,4,3.25,3.25,4,3.25,3.5,4,3.25,1,2,4.75,2,2,1,3.7,0.188925081433225,921,1,0.407587516435635,0.149930434506167,0.407587516435634,0.963247839514007,0.10483341068419,1,5,0.294629048096179,5.93428996402674e-05,0.00982035384264793,0.141065382063054,0.000359076514615325,0.0145538765601578
"104",421410000122,"373","Semester 3",1,4.81818181818182,3.66666666666667,3.5,4,4,3,3.5,3.75,3.75,3.5,3.5,3.25,3.5,1,1.3,5,2,2,2,3.5,0.188925081433225,921,1,0.83775276701785,-0.255105515428406,0.83775276701785,0.677197209568092,-0.69410752968794,1,4.81818181818182,0.16499044885837,0.00151981442712648,0.00564843785925314,0.225641539729201,0.00110511850051995,0.00638682607289699
"105",421410000122,"442","Semester 4",1,4.36363636363636,3.25,3.91666666666667,3,4,4,3.75,3.25,3,3.5,3,2.75,2.5,2,2.2,4.58333333333333,2,2,1,3.32,0.188925081433225,921,0,-0.237660359437688,0.757484359408026,-0.237660359437689,-0.0379293652966953,-1.41315437602286,1,4.36363636363636,-0.159106049236153,1.40127602112989e-05,0.00208578683382931,-0.268459533092086,2.34239822144041e-06,0.00448612687594769
"106",421410000122,"And","Semester 5",1,4.09090909090909,3.25,3.33333333333333,2,3.25,3.75,3,3.25,3.75,2.75,2.75,2.75,3.25,1.8,2.4,4,2,2,2,3.65,0.188925081433225,921,0,-0.237660359437688,-0.660141465362978,-0.237660359437689,-0.467005310215567,-0.0949018244088436,1,4.09090909090909,-0.353563948092867,4.10242169477741e-05,0.00465709148696119,-0.242386934733817,7.01561651386603e-08,0.00713815298262533
"107",421410000122,"586","Semester 5",1,5,3.66666666666667,4,2,4,4,4,3.5,3.75,3.75,3.25,3.25,3.75,1,1,5,2,2,1,3.8,0.188925081433225,921,0,0.83775276701785,0.960002334375313,0.83775276701785,0.963247839514007,0.504303880870253,1,5,0.294629048096179,0.00137191976252195,0.00982035384264793,0.141065382063054,0.00245355800385508,0.0145538765601578
"108",421158007501,"402","Semester 4",1,4.81818181818182,2.66666666666667,3.25,2,3.5,3,3.25,2.75,3,2.25,3.25,3.5,2.75,2.6,3.6,4.83333333333333,2,1,1,3.8,99.613,743,0,-1.74323873647544,-0.862659440330265,-1.74323873647544,0.677197209568092,0.504303880870253,1,4.81818181818182,0.16499044885837,0.0122272365387075,0.00564843785925314,0.0240582634472998,0.0118020425836952,0.00963526949517625
"109",421158007488,"400","Semester 4",1,4.36363636363636,2.91666666666667,3.5,4,3.75,3.75,3,2.75,3.25,2.75,3.75,3.75,2.75,2,2.3,5,2,2,3,3.4,99.259,386,1,-1.09799086060212,-0.255105515428406,-1.09799086060212,-0.0379293652966953,-1.09357799987401,1,4.36363636363636,-0.159106049236153,0.00200174281540011,0.00208578683382931,0.134707019471716,0.00963584170247419,0.0194138387742525
"110",421158007488,"401","Semester 4",1,4.45454545454545,3.16666666666667,3.91666666666667,5,4,3.75,4,3.25,3.25,3,3,3.25,3.75,1,1.6,5,2,1,2,3.7,99.259,386,1,-0.452742984728796,0.757484359408026,-0.452742984728798,0.105095949676262,0.10483341068419,1,4.45454545454545,-0.0942867496172488,0.00028896685830962,0.00201350116084971,-0.00837269750230828,0.000438462216806309,0.00349511807942963
"111",421158007488,"492","Semester 5",1,4.18181818181818,2.83333333333333,3.25,3,3.5,3,3.25,3.25,2.5,2.75,2.75,3,2.5,3.8,3,4.08333333333333,2,1,1,3.8,99.259,386,0,-1.31307348589323,-0.862659440330265,-1.31307348589323,-0.32397999524261,0.504303880870253,1,4.18181818181818,-0.288744648473962,0.00280394017048938,0.00340758199688505,-0.385466651707841,0.00229811670364269,0.00528541984554635
"112",421158007488,"263","Semester 2",1,3.45454545454545,2.91666666666667,2.91666666666667,0,2.75,3,3,3,3,2.75,2.5,2.25,3,2,2.7,4.16666666666667,2,1,1,3.7,99.259,386,0,-1.09799086060212,-1.67273134019941,-1.09799086060212,-1.46818251502627,0.10483341068419,1,3.45454545454545,-0.807299045425199,0.000789361103595665,0.0243910802103953,-0.853495126170858,0.000466392037465949,0.0248194489655987
"113",421158007488,"228","Semester 2",1,4,3,2.83333333333333,3,3,3,2.5,3,3,3,3,2.5,2.75,2.3,2.3,3.5,2,2,1,3.7,99.259,386,0,-0.882908235311011,-1.8752493151667,-0.882908235311013,-0.610030625188524,0.10483341068419,1,4,-0.418383247711771,0.000767777330367607,0.00629900891606951,-0.502473770323595,0.00047588366816609,0.00771839853931078
"114",421158007488,"230","Semester 2",1,4.63636363636364,3.5,3.58333333333333,5,3.25,3.75,3.75,3.5,3.25,3.75,3,3,3,2.1,2,4.75,2,1,2,3.6,99.259,386,1,0.407587516435635,-0.0525875404611189,0.407587516435634,0.391146579622178,-0.294637059501875,1,4.63636363636364,0.0353518496205608,0.000355035019230409,0.00304615363198706,0.108634421113447,0.000212557333247405,0.00412412921408043
"115",421158007488,"227","Semester 2",1,3.63636363636364,2.5,2.75,4,3.25,2.5,2.5,3,2,2.5,2.5,2.75,1.75,3.2,3.1,4.75,2,1,1,3.8,99.259,386,1,-2.17340398705766,-2.07776729013398,-2.17340398705766,-1.18213188508035,0.504303880870253,1,3.63636363636364,-0.67766044618739,0.0153480088254025,0.0167907580228246,-0.736488007555103,0.0120329175286864,0.0174854130993369
"116",421158007488,"321","Semester 3",1,4,3.25,2.41666666666667,7,2,2.75,2.5,3.5,3.5,2.75,3.25,2.25,3,2.4,1.9,3.33333333333333,2,1,1,3.6,99.259,386,1,-0.237660359437688,-2.88783919000313,-0.237660359437689,-0.610030625188524,-0.294637059501875,1,4,-0.418383247711771,0.000116209984050426,0.00629900891606951,-0.502473770323595,0.000230579685287186,0.00771839853931078
"117",421158007488,"322","Semester 3",1,3.72727272727273,3.08333333333333,3.58333333333333,1,3.5,3.25,4,3,3.25,3,3.25,3,2.75,2.1,2.5,4.41666666666667,2,2,1,3.9,99.259,386,0,-0.667825610019903,-0.0525875404611189,-0.667825610019905,-1.0391065701074,0.903774351056318,1,3.72727272727273,-0.612841146568485,1.76394971968142e-05,0.0135792088375876,-0.677984448247226,5.18363366124651e-07,0.0144310273127682
"118",421158007488,"320","Semester 3",1,4.54545454545455,3.5,3.33333333333333,4,3.75,3.25,3,3.5,3.25,3.75,3.5,3,3,2.9,2.9,4.41666666666667,2,1,1,3.86,99.259,386,1,0.407587516435635,-0.660141465362978,0.407587516435634,0.248121264649221,0.743986162981892,1,4.54545454545455,-0.0294674499983437,0.000448115417321545,0.0023336234269023,-0.151452414476332,0.000837468541045319,0.00532051963051479
"119",421158007488,"323","Semester 3",1,4,3.16666666666667,3.33333333333333,3,3.5,3.5,3,3,3.5,3,2.5,2.75,2.75,1.6,2.2,4.41666666666667,2,2,1,3.91,99.259,386,0,-0.452742984728796,-0.660141465362978,-0.452742984728798,-0.610030625188524,0.943721398074926,1,4,-0.418383247711771,4.20065279465734e-06,0.00629900891606951,-0.502473770323595,8.13189441909616e-06,0.00771839853931078
