"","NCESSCH","USER_ID","cohort","TreatmentFlag","FIDELmid","EFFmeanMID","EFFmeanFINAL","CoTeachStrat","FINAL_a","FINAL_b","FINAL_c","MID_a","MID_b","MID_c","REG_a","REG_b","REG_c","CollabDialogueFinal","CollabDialogueMid","FidelMax","REG_Gender","REG_AgeRange","REG_Exper","REG_GPA","pctLunch","Enrollment","keep","ZPR_1","ZEFFmeanFINAL","ZEFFmeanMID","ZFIDELmid","ZREG_GPA","cc","FIDxGRP","PRE_1","COO_1","LEV_1","PRE_2","COO_2","LEV_2"
"120",421158007488,"283","Semester 3",1,4.09090909090909,3.5,3.66666666666667,3,4,3.5,3.5,3,4,3.5,2.75,3.5,3.5,2.2,2.8,3.66666666666667,2,1,4,3.5,99.259,386,0,0.407587516435635,0.149930434506167,0.407587516435634,-0.467005310215567,-0.69410752968794,1,4.09090909090909,-0.353563948092867,0.00176924798193291,0.00465709148696119,0.160779617829985,0.00106209967903479,0.0577594909926626
"121",420858001705,"Kay","Semester 2 Control",0,4.63636363636364,3.5,4,0,4,4,4,3,3.75,3.75,NA,NA,NA,4.4,3.8,NA,2,2,1,3.8,NA,552,1,0.407587516435635,0.960002334375313,0.407587516435634,0.391146579622178,0.504303880870253,1,0,0.394491272431061,1.3272178093911e-06,0.0195075598051687,0.262711267074475,0.000153325509437253,0.0229933927046748
"122",420759007266,"384","Semester 3",1,4.81818181818182,3.58333333333333,3.75,4,3.75,3.75,3.75,3.75,3.5,3.5,3,2.5,3,1.6,1.2,5,2,2,1,3.8,0.199637023593466,551,1,0.622670141726743,0.352448409473454,0.622670141726743,0.677197209568092,0.504303880870253,1,4.81818181818182,0.16499044885837,0.000703380837907468,0.00564843785925314,0.0240582634472998,0.00135403146777742,0.00963526949517625
"123",420759006678,"327","Semester 3",1,4.90909090909091,2.75,3.41666666666667,2,3.5,3.25,3.5,3.25,2.5,2.5,3,2.5,3,1.6,2.3,4.58333333333333,1,2,1,3.26,0.151943462897526,849,0,-1.52815611118433,-0.457623490395693,-1.52815611118434,0.82022252454105,-1.6528366581345,1,4.90909090909091,0.229809748477274,0.0121790366998477,0.00753819188143445,0.0825618227551769,0.0113134320145654,0.0118903623121463
"124",420759006678,"414","Semester 4",1,4.45454545454545,3.66666666666667,3.66666666666667,2,3.75,3.75,3.5,3.75,3.75,3.5,4,4,4,1.7,1.2,4.08333333333333,2,1,2,3.4,0.151943462897526,849,0,0.83775276701785,0.149930434506167,0.83775276701785,0.105095949676262,-1.09357799987401,1,4.45454545454545,-0.0942867496172488,0.00195363942146565,0.00201350116084971,-0.00837269750230828,0.00158968721685888,0.00349511807942963
"125",420759004801,"212","Semester 2",1,3.27272727272727,3.66666666666667,4,1,4,4,4,3.75,3.5,3.75,3.25,3,3.75,3,3.3,3.41666666666667,2,2,1,3.98,0.114186851211073,1156,0,0.83775276701785,0.960002334375313,0.83775276701785,-1.75423314497218,1.22335072720517,1,3.27272727272727,-0.936937644663008,0.0391762000452784,0.0335610341540946,-0.970502244786612,0.0336702642635172,0.0337871705560262
"126",420759004801,"325","Semester 3",1,4.63636363636364,2.91666666666667,3.58333333333333,3,3.75,3.5,3.5,3.5,2.75,2.5,2.75,2,2.25,1,2.2,5,1,1,1,3.8,0.114186851211073,1156,0,-1.09799086060212,-0.0525875404611189,-1.09799086060212,0.391146579622178,0.504303880870253,1,4.63636363636364,0.0353518496205608,0.00329122622906645,0.00304615363198706,-0.0929488551684544,0.00296997307068358,0.0063503481543605
"127",420759004801,"367","Semester 3",1,5,3.66666666666667,3.5,1,3.25,3.25,4,3.5,3.75,3.75,2.75,2.25,3,1.4,1,4.58333333333333,2,2,1,3.66,0.114186851211073,1156,0,0.83775276701785,-0.255105515428406,0.83775276701785,0.963247839514007,-0.0549547773902362,1,5,0.294629048096179,0.00137191976252195,0.00982035384264793,0.141065382063054,0.00245355800385508,0.0145538765601578
"128",420759004801,"326","Semester 3",1,4.45454545454545,2.83333333333333,3.5,3,3.75,3.5,3.25,3,2.75,2.75,3,2.75,3.25,1.6,2.1,4.75,2,1,1,3.8,0.114186851211073,1156,0,-1.31307348589323,-0.255105515428406,-1.31307348589323,0.105095949676262,0.504303880870253,1,4.45454545454545,-0.0942867496172488,0.00334065168999369,0.00201350116084971,-0.209955973784209,0.00307012336802629,0.00469911253771051
"129",420759004801,"366","Semester 3",1,3.27272727272727,2.83333333333333,3.41666666666667,1,3.75,3.5,3,3.5,2.5,2.5,3.25,3,2.5,3,2,1.75,1,2,1,3.8,0.114186851211073,1156,0,-1.31307348589323,-0.457623490395693,-1.31307348589323,-1.75423314497218,0.504303880870253,1,3.27272727272727,-0.936937644663008,0.00175981307363348,0.0335610341540946,-0.970502244786612,0.00120845079632742,0.0337871705560262
"130",420759004801,"Jam","Semester 3 Control",0,4.09090909090909,3.83333333333333,4,0,4,4,4,3.75,4,3.75,NA,NA,NA,1.7,2.3,3.83333333333333,2,4,1,3.3,0.114186851211073,1156,1,1.26791801760007,0.960002334375313,1.26791801760007,-0.467005310215567,-1.49304847006007,1,0,0.276639952850225,0.00665982324186619,0.0165334106942434,0.160245784229714,0.00772754941841608,0.019252791124875
"131",420759004801,"510","Semester 5",1,5,3,3.16666666666667,2,3.5,3.5,2.5,3.5,2.5,3,2.75,2.25,2.5,2.7,2.1,4.08333333333333,2,1,2,3.46,0.114186851211073,1156,0,-0.882908235311011,-1.06517741529755,-0.882908235311013,0.963247839514007,-0.853895717762366,1,5,0.294629048096179,0.00644882373833777,0.00982035384264793,0.342648658344955,0.00592587649313647,0.0102832086558793
"132",420759004801,"564","Semester 5",1,4.09090909090909,3.58333333333333,3.16666666666667,2,3.5,3,3,3.75,3.5,3.5,3.75,3,3.75,2,2,4.16666666666667,2,1,1,3.4,0.114186851211073,1156,0,0.622670141726743,-1.06517741529755,0.622670141726743,-0.467005310215567,-1.09357799987401,1,4.09090909090909,-0.353563948092867,0.00291041199935195,0.00465709148696119,-0.443970211015718,0.0033299987095176,0.00629769847690785
"133",420759001749,"368","Semester 3",1,4.36363636363636,3.25,3.66666666666667,5,4,3,4,3,2.75,4,3.25,3.25,4,1.5,1.9,4.75,2,2,1,3.9,0.205702647657841,491,1,-0.237660359437688,0.149930434506167,-0.237660359437689,-0.0379293652966953,0.903774351056318,1,4.36363636363636,-0.159106049236153,1.40127602112989e-05,0.00208578683382931,-0.268459533092086,2.34239822144041e-06,0.00448612687594769
"134",420759000667,"365","Semester 3",1,4.72727272727273,3.83333333333333,4,5,4,4,4,3.75,4,3.75,4,3.75,3.75,1.4,1.7,5,2,1,3,3.7,0.185819070904645,409,1,1.26791801760007,0.960002334375313,1.26791801760007,0.534171894595135,0.10483341068419,1,4.72727272727273,0.100171149239465,0.00395332682525535,0.00415109177610401,0.368721256703225,0.00495758033086535,0.0186274120795558
"135",420759000667,"364","Semester 3",1,4.90909090909091,3.58333333333333,3.66666666666667,2,3.75,3.5,3.75,3.25,4,3.5,3,2.75,3.5,2.9,2.4,4.33333333333333,2,2,1,3.77,0.185819070904645,409,0,0.622670141726743,0.149930434506167,0.622670141726743,0.82022252454105,0.384462739814435,1,4.90909090909091,0.229809748477274,0.000608231012097778,0.00753819188143445,0.0825618227551769,0.0012720878835198,0.0118903623121463
"136",420759000667,"585","Semester 5",1,4.90909090909091,3.16666666666667,3.58333333333333,3,3.5,3.75,3.5,3,3.25,3.25,3.25,3.5,4,1.3,2.1,5,2,1,2,3.6,0.185819070904645,409,0,-0.452742984728796,-0.0525875404611189,-0.452742984728798,0.82022252454105,-0.294637059501875,1,4.90909090909091,0.229809748477274,0.00183596537304694,0.00753819188143445,0.284145099037078,0.00184257554410663,0.00813080664886743
"137",420759000667,"579","Semester 5",1,5,3.5,4,1,4,4,4,3.25,3.25,4,3.25,3.75,4,1,1,4.66666666666667,2,1,1,3.5,0.185819070904645,409,0,0.407587516435635,0.960002334375313,0.407587516435634,0.963247839514007,-0.69410752968794,1,5,0.294629048096179,5.93428996402674e-05,0.00982035384264793,0.141065382063054,0.000359076514615325,0.0145538765601578
"138",420711004849,"Ali","Semester 4 Control",0,4.63636363636364,2.91666666666667,3.33333333333333,0,3.25,3.25,3.5,3.25,2.75,2.75,NA,NA,NA,2,2.4,4.66666666666667,2,1,1,3.6,0.109467455621302,1014,1,-1.09799086060212,-0.660141465362978,-1.09799086060212,0.391146579622178,-0.294637059501875,1,0,0.394491272431061,0.0172372097359176,0.0195075598051687,0.262711267074475,0.0135252766083559,0.0229933927046748
"139",420711001699,"Car","Semester 3 Control",0,4.27272727272727,3.41666666666667,3.41666666666667,0,3.5,3.5,3.25,3,4,3.25,NA,NA,NA,2.3,1.9,4.83333333333333,2,1,3,3.9,0.154308617234469,499,1,0.192504891144527,-0.457623490395693,0.192504891144526,-0.180954680269653,0.903774351056318,1,0,0.315923726043837,9.72746800142449e-05,0.015311473462623,0.59756749774177,0.00157145068301134,0.0312338476534996
"140",420655006267,"Kat","Semester 4 Control",0,3.81818181818182,3.25,3.91666666666667,0,4,4,3.75,3.5,3,3.25,NA,NA,NA,2,2.1,5,2,1,1,3.8,0.446982055464927,613,1,-0.237660359437688,0.757484359408026,-0.237660359437689,-0.896081255134439,0.504303880870253,1,0,0.217714293059808,0.00180868942591957,0.0225162920452905,0.109013042807333,0.000939923036841963,0.0248880840529151
"141",420540006783,"Sar","Semester 5 Control",0,3.81818181818182,3.16666666666667,3.58333333333333,0,4,3.5,3.25,3.5,3,3,NA,NA,NA,2.6,2.1,3.16666666666667,2,1,1,3.2,22.397,NA,1,-0.452742984728796,-0.0525875404611189,-0.452742984728798,-0.896081255134439,-1.89251894024613,1,0,0.217714293059808,0.00392074423635436,0.0225162920452905,0.109013042807333,0.00246800895242014,0.0248880840529151
"142",420540001811,"Aly","Semester 5 Control",0,3.90909090909091,3.66666666666667,4,0,4,4,4,3.75,3.5,3.75,NA,NA,NA,1.5,2.4,4.66666666666667,2,2,1,3.5,0.561200923787529,433,1,0.83775276701785,0.960002334375313,0.83775276701785,-0.753055940161482,-0.69410752968794,1,0,0.237356179656614,0.00284356472890078,0.0199686681944593,0.12609062328146,0.00362566378471438,0.0224536831718691
"143",420540001781,"Kri","Semester 2 Control",0,5,3.83333333333333,3.58333333333333,0,3.5,3.5,3.75,4,4,3.5,NA,NA,NA,1.9,1.9,NA,2,1,1,3.7,0.322992700729927,548,1,1.26791801760007,-0.0525875404611189,1.26791801760007,0.963247839514007,0.10483341068419,1,0,0.473058818818284,0.00764095470552128,0.0325569272220965,0.331021588970983,0.00974413773368885,0.0366065251918598
"144",420540001778,"Emi","Semester 3 Control",0,3,3.08333333333333,3,0,2.75,3,3.25,3.25,3,3,NA,NA,NA,2.6,3.6,3.75,2,1,2,3.6,0.193700787401575,635,1,-0.667825610019903,-1.47021336523212,-0.667825610019905,-2.18330908989106,-0.294637059501875,1,0,0.040937313688555,0.0131138306968508,0.0703447597244712,0.156898094822092,0.0152162470510444,0.0730439269203799
"145",420540001778,"Sam","Semester 5 Control",0,4.36363636363636,3.83333333333333,4,0,4,4,4,4,4,3.5,NA,NA,NA,3.7,2.1,1.41666666666667,2,1,1,3.9,0.193700787401575,635,1,1.26791801760007,0.960002334375313,1.26791801760007,-0.0379293652966953,0.903774351056318,1,0,0.335565612640643,0.00561219563674159,0.0155304999475361,0.211478525652095,0.00684120835943158,0.0186212273421282
"146",420519007451,"Kad","Semester 4 Control",0,4.63636363636364,3.75,4,0,4,4,4,3.25,4,4,NA,NA,NA,NA,2.1,5,2,2,3,3.8,0.178045515394913,747,1,1.05283539230896,0.960002334375313,1.05283539230896,0.391146579622178,0.504303880870253,1,0,0.394491272431061,0.00335393472753564,0.0195075598051687,0.665877819638277,0.00156330464438056,0.0342912942885783
"147",420519007388,"Rob","Semester 4 Control",0,4.72727272727273,3.41666666666667,3.58333333333333,0,3.5,3.5,3.75,3.5,3.5,3.25,NA,NA,NA,2.2,2.1,4.58333333333333,1,4,1,4,0.418439716312057,846,1,0.192504891144527,-0.0525875404611189,0.192504891144526,0.534171894595135,1.30324482124238,1,0,0.414133159027867,0.000419123223703665,0.0219399065586774,0.279788847548602,6.09892278314117e-05,0.0255627209689221
"148",420519001040,"Reb","Semester 3 Control",0,2.90909090909091,3.25,3.5,0,4,3,3.5,3.75,3,3,NA,NA,NA,1.9,3,4.66666666666667,2,1,1,3.7,0.28555738605162,1821,1,-0.237660359437688,-0.255105515428406,-0.237660359437689,-2.32633440486401,0.10483341068419,1,0,0.0212954270917491,0.00197134706953711,0.0784256842467912,-0.0617627619339354,0.000762941203691371,0.0798104376401676
"149",420519001040,"Meg","Semester 4 Control",0,4.18181818181818,3,3.83333333333333,0,4,3.5,4,3,3,3,NA,NA,NA,1.1,2,4.75,2,2,1,4,0.28555738605162,1821,1,-0.882908235311011,0.55496638444074,-0.882908235311013,-0.32397999524261,1.30324482124238,1,0,0.296281839447031,0.00902846222463437,0.0156457770448588,0.177323364703841,0.00685001206749728,0.0184862999589268
"150",420501001694,"239","Semester 2",1,4.18181818181818,2.33333333333333,3.08333333333333,2,3.5,3.25,2.5,2.5,2.25,2.25,2.5,2.25,3,2.6,3.2,4.41666666666667,1,1,2,3.57,0.248816768086545,1479,0,-2.60356923763987,-1.26769539026484,-2.60356923763988,-0.32397999524261,-0.414478200557696,1,4.18181818181818,-0.288744648473962,0.0143194427622561,0.00340758199688505,-0.18388337542594,0.016124450785234,0.00561476211026424
"151",420501001694,"318","Semester 3",1,4.63636363636364,2.75,4,2,4,4,4,3.75,2.5,2,3,3.25,3.25,1,1,4.66666666666667,2,1,2,3.4,0.248816768086545,1479,0,-1.52815611118433,0.960002334375313,-1.52815611118434,0.391146579622178,-1.09357799987401,1,4.63636363636364,0.0353518496205608,0.00626376445596261,0.00304615363198706,0.108634421113447,0.00637171280619556,0.00412412921408043
"152",420501001694,"335","Semester 3",1,2.81818181818182,2.91666666666667,3,2,3,3,3,3,2.75,3,3,3,3,2,3.2,3.16666666666667,1,1,2,3.5,0.248816768086545,1479,0,-1.09799086060212,-1.47021336523212,-1.09799086060212,-2.46935971983697,-0.69410752968794,1,2.81818181818182,-1.26103414275753,0.000620581402421761,0.0633530579464062,-1.0614367650441,2.91407572552495e-05,0.0713498754550319
"153",420501001694,"Jes","Semester 3 Control",0,3.72727272727273,3.16666666666667,3.33333333333333,0,3.5,3.5,3,3.25,3.25,3,NA,NA,NA,3.1,3.3,3.08333333333333,2,1,2,3.4,0.248816768086545,1479,1,-0.452742984728796,-0.660141465362978,-0.452742984728798,-1.0391065701074,-1.09357799987401,1,0,0.198072406463002,0.00412923536172885,0.0256172459632707,0.293518738615107,0.00474676960629055,0.0274458766789929
"154",420501001694,"517","Semester 5",1,5,3.16666666666667,3.41666666666667,2,3.75,3.25,3.25,3.25,3.25,3,2.75,2.75,2.75,1.2,2,4.58333333333333,2,2,2,3.9,0.248816768086545,1479,0,-0.452742984728796,-0.457623490395693,-0.452742984728798,0.963247839514007,0.903774351056318,1,5,0.294629048096179,0.00259779488754818,0.00982035384264793,0.342648658344955,0.00249601786072863,0.0102832086558793
"155",420501001692,"226","Semester 2",1,4.09090909090909,2.5,3.16666666666667,2,3.25,3.25,3,2.5,2.25,2.75,2.75,2.25,2.75,2.7,2.5,3.83333333333333,2,1,1,3.99,0.324189526184539,401,0,-2.17340398705766,-1.06517741529755,-2.17340398705766,-0.467005310215567,1.26329777422378,1,4.09090909090909,-0.353563948092867,0.0101137675074403,0.00465709148696119,-0.443970211015718,0.00875418900382497,0.00629769847690785
"156",420501001692,"411","Semester 4",1,3.72727272727273,3.5,4,3,4,4,4,3.5,4,3,3.5,3.25,2.75,1,1.6,4.83333333333333,2,1,1,3.4,0.324189526184539,401,0,0.407587516435635,0.960002334375313,0.407587516435634,-1.0391065701074,-1.09357799987401,1,3.72727272727273,-0.612841146568485,0.0060753529970068,0.0135792088375876,-0.677984448247226,0.00591920594208983,0.0144310273127682
"157",420501001691,"495","Semester 5",1,3.90909090909091,3.41666666666667,4,3,4,4,4,3.75,3.25,3.25,3.25,3.25,3.5,2,3.6,4.83333333333333,2,1,1,3.6,0.671469740634006,347,0,0.192504891144527,0.960002334375313,0.192504891144526,-0.753055940161482,-0.294637059501875,1,3.90909090909091,-0.483202547330676,0.00191192799038191,0.00833333428421001,-0.560977329631472,0.00213248336610934,0.00954752003275516
"158",420501001689,"319","Semester 3",1,5,3.5,3.66666666666667,5,4,3.25,3.75,4,3,3.5,3.25,3,3,1.7,2.2,4.75,2,1,1,3.96,0.224074074074074,540,1,0.407587516435635,0.149930434506167,0.407587516435634,0.963247839514007,1.14345663316796,1,5,0.294629048096179,5.93428996402674e-05,0.00982035384264793,0.141065382063054,0.000359076514615325,0.0145538765601578
"159",420501001686,"225","Semester 2",1,4.54545454545455,3.16666666666667,3.41666666666667,5,3.5,3.5,3.25,2.75,3.25,3.5,3.5,3,3.75,2.1,1.9,4.75,2,1,2,3.8,0.516129032258065,217,1,-0.452742984728796,-0.457623490395693,-0.452742984728798,0.248121264649221,0.504303880870253,1,4.54545454545455,-0.0294674499983437,0.000420304558949766,0.0023336234269023,0.0501308618055694,0.00056850619936396,0.00360541293123431
"160",420501001683,"329","Semester 3",1,4.81818181818182,3.41666666666667,3.33333333333333,6,3.5,3.25,3.25,4,2.75,3.5,3.75,3,3.75,1.4,2.1,4.91666666666667,2,1,1,3.8,0.564748201438849,278,1,0.192504891144527,-0.660141465362978,0.192504891144526,0.677197209568092,0.504303880870253,1,4.81818181818182,0.16499044885837,2.54207684257824e-06,0.00564843785925314,0.0240582634472998,0.000107216774676435,0.00963526949517625
"161",420501001683,"328","Semester 3",1,4.90909090909091,3.66666666666667,3.91666666666667,6,3.75,4,4,3.75,4,3.25,3.75,3,3.5,1,1.9,4.75,2,1,1,3.6,0.564748201438849,278,1,0.83775276701785,0.757484359408026,0.83775276701785,0.82022252454105,-0.294637059501875,1,4.90909090909091,0.229809748477274,0.00145652457581014,0.00753819188143445,0.0825618227551769,0.00248696074408291,0.0118903623121463
"162",420501001683,"399","Semester 4",1,4.18181818181818,2.66666666666667,3.25,3,2.75,3.5,3.5,3,2.25,2.75,3.5,3.25,3,2,2,4.83333333333333,2,1,1,3.8,0.564748201438849,278,0,-1.74323873647544,-0.862659440330265,-1.74323873647544,-0.32397999524261,0.504303880870253,1,4.18181818181818,-0.288744648473962,0.00565345402180959,0.00340758199688505,-0.385466651707841,0.00492377219034005,0.00528541984554635
"163",420501001683,"398","Semester 4",1,4.90909090909091,3.66666666666667,3.75,7,3.5,4,3.75,3.75,3.75,3.5,3.5,3.75,3.75,1,2.1,5,2,2,3,3.6,0.564748201438849,278,1,0.83775276701785,0.352448409473454,0.83775276701785,0.82022252454105,-0.294637059501875,1,4.90909090909091,0.229809748477274,0.00145652457581014,0.00753819188143445,0.485728375318979,0.000828020549940297,0.020684727318456
"164",420486001682,"561","Semester 5",1,4.90909090909091,3.91666666666667,4,5,4,4,4,3.75,4,4,3.25,3,3.5,1,1.3,5,2,2,1,3.5,0.106435643564356,404,1,1.48300064289117,0.960002334375313,1.48300064289117,0.82022252454105,-0.69410752968794,1,4.90909090909091,0.229809748477274,0.00618908613875162,0.00753819188143445,0.0825618227551769,0.00855231453340973,0.0118903623121463
"165",420423001027,"Dia","Semester 4 Control",0,5,4,4,0,4,4,4,4,4,4,NA,NA,NA,1.1,1.6,5,2,2,2,4,0.592660550458716,545,1,1.69808326818228,0.960002334375313,1.69808326818228,0.963247839514007,1.30324482124238,1,0,0.473058818818284,0.0181491683491753,0.0325569272220965,0.532604865252884,0.0137879784264013,0.0332686541315854
"166",420333006788,"Des","Semester 4 Control",0,5,3.75,3.5,0,2.75,4,3.75,4,3.25,4,NA,NA,NA,2.2,1.2,5,2,2,1,2.9,0.32027027027027,740,1,1.05283539230896,-0.255105515428406,1.05283539230896,0.963247839514007,-3.09093035080433,1,0,0.473058818818284,0.00406526201883891,0.0325569272220965,0.331021588970983,0.00578376465490255,0.0366065251918598
"167",420333001008,"Dan","Semester 5 Control",0,5,3.5,4,0,4,4,4,3.5,3.5,3.5,NA,NA,NA,1,1,5,2,1,1,3.8,71.275,632,1,0.407587516435635,0.960002334375313,0.407587516435634,0.963247839514007,0.504303880870253,1,0,0.473058818818284,5.18404993704189e-05,0.0325569272220965,0.331021588970983,6.50775721628949e-05,0.0366065251918598
"168",420333001008,"Mar","Semester 5 Control",0,4.45454545454545,3.75,3.91666666666667,0,3.75,4,4,3.75,3.5,4,NA,NA,NA,1.6,2,4.5,2,2,2,3.6,71.275,632,1,1.05283539230896,0.757484359408026,1.05283539230896,0.105095949676262,-0.294637059501875,1,0,0.355207499237449,0.00326250718556049,0.0163028564995981,0.430139382408122,0.00225404195349837,0.017429900359692
"169",420333001006,"San","Semester 4 Control",0,3,3.25,3.25,0,3.5,3,3.25,3.75,3,3,NA,NA,NA,NA,1.6,3.91666666666667,2,3,2,4,0.50834879406308,539,1,-0.237660359437688,-0.862659440330265,-0.237660359437689,-2.18330908989106,1.30324482124238,1,0,0.040937313688555,0.0020262011626699,0.0703447597244712,0.156898094822092,0.00348267784154537,0.0730439269203799
"170",420333001006,"Ste","Semester 4 Control",0,4.72727272727273,4,4,0,4,4,4,4,4,4,NA,NA,NA,NA,1,4.83333333333333,2,2,1,4,0.50834879406308,539,1,1.69808326818228,0.960002334375313,1.69808326818228,0.534171894595135,1.30324482124238,1,0,0.414133159027867,0.014066554020284,0.0219399065586774,0.279788847548602,0.0161033812994671,0.0255627209689221
"171",420333001006,"Col","Semester 5 Control",0,4.90909090909091,3.25,3.58333333333333,0,3.75,3.5,3.5,3.5,3,3.25,NA,NA,NA,2,2.3,5,2,2,2,3.4,0.50834879406308,539,1,-0.237660359437688,-0.0525875404611189,-0.237660359437689,0.82022252454105,-1.09357799987401,1,0,0.453416932221478,0.00511163504264501,0.0284645902671412,0.515527284778757,0.00511720452551328,0.0292389370736883
"172",420083607370,"Gab","Semester 4 Control",0,4,3,3.08333333333333,0,3,3.5,2.75,3.25,3,2.75,NA,NA,NA,2.3,1.8,4,2,2,1,3.6,0.210144927536232,138,1,-0.882908235311011,-1.26769539026484,-0.882908235311013,-0.610030625188524,-0.294637059501875,1,0,0.25699806625342,0.0094096408776249,0.0179743744107769,0.143168203755587,0.00700389427138156,0.0205752521958558
"173",420081306909,"292","Semester 3",1,3.45454545454545,3.5,4,0,4,4,4,3.75,3.75,3,3,3.75,3,2.5,3.2,4.41666666666667,2,4,1,4,0.900138696255201,721,0,0.407587516435635,0.960002334375313,0.407587516435634,-1.46818251502627,1.30324482124238,1,3.45454545454545,-0.807299045425199,0.0137873744689043,0.0243910802103953,-0.853495126170858,0.0124078247345865,0.0248194489655987
"174",420006100503,"Pau","Semester 4 Control",0,1.81818181818182,3.41666666666667,4,0,4,4,4,4,3.25,3,NA,NA,NA,2,2,4.66666666666667,1,2,1,3.8,0.307627118644068,1180,1,0.192504891144527,0.960002334375313,0.192504891144526,-4.0426381845395,0.504303880870253,1,0,-0.214407212069921,0.0181092648897788,0.218556523752243,-0.266693727623458,0.0190466128026303,0.219105289409173
"175",341287001636,"Jac","Semester 3 Control",0,4.36363636363636,3.5,3.91666666666667,0,4,3.75,4,3.25,3.75,3.5,NA,NA,NA,1.2,2.8,5,2,3,3,2.8,67.943,215,1,0.407587516435635,0.757484359408026,0.407587516435634,-0.0379293652966953,-3.49040082099039,1,0,0.335565612640643,3.34889711439962e-05,0.0155304999475361,0.614645078215896,0.000409782006007013,0.0311642544547204
"176",341287001612,"Tay","Semester 4 Control",0,5,3.08333333333333,3.91666666666667,0,3.75,4,4,2.5,4,2.75,NA,NA,NA,NA,1,5,2,2,1,3.1,66.452,821,1,-0.667825610019903,0.757484359408026,-0.667825610019905,0.963247839514007,-2.2919894104322,1,0,0.473058818818284,0.0157416597688516,0.0325569272220965,0.331021588970983,0.0110753729463275,0.0366065251918598
"177",340300000263,"Bla","Semester 4 Control",0,5,3.58333333333333,3.75,0,4,3.25,4,3.5,3.25,4,NA,NA,NA,NA,1.1,5,2,2,1,3.1,13.115,300,1,0.622670141726743,0.352448409473454,0.622670141726743,0.963247839514007,-2.2919894104322,1,0,0.473058818818284,0.000270704915763486,0.0325569272220965,0.331021588970983,0.000944234574139581,0.0366065251918598
"178",1191681,"Chr","Semester 5 Control",0,5,4,4,0,4,4,4,4,4,4,NA,NA,NA,3.1,2.7,3.58333333333333,2,4,3,3.5,NA,445,1,1.69808326818228,0.960002334375313,1.69808326818228,0.963247839514007,-0.69410752968794,1,0,0.473058818818284,0.0181491683491753,0.0325569272220965,0.734188141534785,0.0129320849858246,0.0462442594041784
"179",1185984,"Dom","Semester 5 Control",0,5,3.91666666666667,4,0,4,4,4,4,4,3.75,NA,NA,NA,1.5,1.5,4.58333333333333,2,2,1,3.5,NA,882,1,1.48300064289117,0.960002334375313,1.48300064289117,0.963247839514007,-0.69410752968794,1,0,0.473058818818284,0.0123355901489667,0.0325569272220965,0.331021588970983,0.0147315828380783,0.0366065251918598
"180",1184663,"Lin","Semester 4 Control",0,4.72727272727273,4,3.91666666666667,0,4,4,3.75,4,4,4,NA,NA,NA,1.9,2,4.33333333333333,2,4,4,3.7,NA,265,1,1.69808326818228,0.757484359408026,1.69808326818228,0.534171894595135,0.10483341068419,1,0,0.414133159027867,0.014066554020284,0.0219399065586774,0.884538676394305,0.0133519121985189,0.0663572250797342
"181",NA,"Kim","Semester 3 Control",0,5,3.08333333333333,3.91666666666667,0,4,3.75,4,3,3,3.25,NA,NA,NA,1.4,1.7,5,2,1,3,3.9,NA,NA,1,-0.667825610019903,0.757484359408026,-0.667825610019905,0.963247839514007,0.903774351056318,1,0,0.473058818818284,0.0157416597688516,0.0325569272220965,0.734188141534785,0.0273598383894655,0.0462442594041784
