OBJECTID,year,origin,enplanements,passengers,departures,arrivals,freight,mail
1,2024,01A,17,17,5,5,0,0
2,2024,05A,1,1,1,1,0,0
3,2024,06A,50,55,67,66,139,0
4,2024,09A,41,43,15,15,0,0
5,2024,1B1,32,32,7,7,0,0
6,2024,1CT,4,4,1,1,0,0
7,2024,1G4,11217,11217,931,1473,0,0
8,2024,1N7,4,4,1,1,0,0
9,2024,1NY,9,9,4,3,0,0
10,2024,1TX,2,2,7,7,0,0
11,2024,2AK,4,6,3,3,0,0
12,2024,2FL,2,2,1,3,0,0
13,2024,2GA,9,9,3,3,0,0
14,2024,2NJ,2,2,1,1,0,0
15,2024,2NY,25,25,12,10,0,0
16,2024,2PA,11,11,4,4,0,0
17,2024,2WA,1376,1376,310,311,0,0
18,2024,3FL,11,11,3,3,0,0
19,2024,3NJ,5,5,2,2,0,0
20,2024,3VA,2,2,1,1,0,0
21,2024,4CL,25,25,3,3,0,0
22,2024,4NC,10,10,2,2,0,0
23,2024,5CA,7,7,1,1,0,0
24,2024,5NJ,0,0,1,1,0,0
25,2024,5PA,5,5,1,1,0,0
26,2024,6AK,243,261,148,150,26152,0
27,2024,6B0,20,20,7,6,0,0
28,2024,6CA,8,8,1,1,0,0
29,2024,6PA,3,3,1,1,0,0
30,2024,7AK,2225,2227,1460,1468,145813,8175
31,2024,A01,70,79,48,48,200,0
32,2024,A03,92,103,56,60,0,0
33,2024,A04,10,10,3,1,0,0
34,2024,A06,8,8,115,115,94373,0
35,2024,A17,9,9,8,8,0,0
36,2024,A20,0,0,176,177,3167724,0
37,2024,A26,18,24,11,11,10390,0
38,2024,A27,2,55,50,50,21922,0
39,2024,A29,81,81,39,40,0,0
40,2024,A30,4,6,3,2,0,0
41,2024,A34,12,12,6,5,0,0
42,2024,A43,1011,964,939,924,207614,21728
43,2024,A50,4,4,1,1,0,0
44,2024,A52,0,0,22,22,0,0
45,2024,A5K,7,7,12,7,330,0
46,2024,A63,4,13,3,3,0,0
47,2024,A65,4,2,5,6,0,0
48,2024,A72,0,0,121,122,0,0
49,2024,A75,5,5,3,3,0,0
50,2024,A76,3,3,2,2,0,0
51,2024,A87,2,2,1,1,0,0
52,2024,AA8,2,2,4,4,72000,0
53,2024,AAF,4,4,2,3,0,0
54,2024,ABE,447699,451490,6620,6488,123162330,0
55,2024,ABI,94521,97461,2315,2635,462392,0
56,2024,ABL,1812,3863,1045,1046,84324,64165
57,2024,ABQ,2690201,2729021,30167,30040,43809885,2574456
58,2024,ABR,23705,23769,981,1024,157994,0
59,2024,ABY,30193,30311,1276,1285,12534363,19887
60,2024,ACK,152003,152003,10927,11083,111803,150523
61,2024,ACT,53757,57644,1175,1175,29393,0
62,2024,ACV,133676,133676,2413,2629,378894,0
63,2024,ACY,487781,499879,3659,3649,803,0
64,2024,ADK,2179,2179,123,123,51024,5507
65,2024,ADQ,86579,86585,6229,6239,2635222,541978
66,2024,ADS,62,62,23,28,0,0
67,2024,ADW,276,276,12,17,0,0
68,2024,AET,1521,2769,661,669,67872,35818
69,2024,AEX,129227,129662,2843,2829,166,0
70,2024,AFW,4682,4694,8493,7489,357294061,0
71,2024,AGC,73,73,18,17,0,0
72,2024,AGN,2216,2338,776,780,22358,7764
73,2024,AGS,298966,304133,5068,5055,13270,0
74,2024,AHN,1935,1944,45,45,0,0
75,2024,AIA,4206,4206,628,629,0,0
76,2024,AIK,11,11,2,2,0,0
77,2024,AIN,3416,4493,1530,1532,78897,15720
78,2024,AKB,276,276,175,174,3063,2375
79,2024,AKI,2674,2821,1488,1487,17935,7517
80,2024,AKK,547,575,326,328,1900,755
81,2024,AKN,39154,40093,5467,5491,4024810,1709138
82,2024,AKP,3255,3649,1145,1148,94755,11320
83,2024,AL6,8,8,2,2,0,0
84,2024,ALB,1490421,1503774,16737,16767,21753432,3814
85,2024,ALE,8,8,1,1,0,0
86,2024,ALO,11995,12462,683,680,38420,0
87,2024,ALS,12227,12227,630,627,0,0
88,2024,ALW,36870,36870,709,708,235,0
89,2024,ALZ,21,46,83,85,795,74
90,2024,AMA,402307,418354,5980,5989,271451,1729
91,2024,ANB,27,27,14,14,67082,0
92,2024,ANC,2699874,2702278,71765,65160,3116063944,95095127
93,2024,AND,40,40,2,2,0,0
94,2024,ANI,5440,5526,3801,3804,591591,2609760
95,2024,ANP,18,18,6,2,0,0
96,2024,ANV,378,616,375,376,73360,36448
97,2024,AOO,5137,5137,598,594,0,0
98,2024,AOS,36,55,85,90,2090,1163
99,2024,APA,71,71,24,24,0,0
100,2024,APC,135,135,33,38,0,0
101,2024,APF,591,587,91,94,0,0
102,2024,APN,11150,11150,856,1033,352198,0
103,2024,ARA,0,0,6,8,20095,0
104,2024,ARC,1763,2318,741,751,81395,62701
105,2024,ART,23153,23153,651,648,722,0
106,2024,ASE,349484,349522,7560,7560,0,0
107,2024,AST,10,10,3,3,0,0
108,2024,ATK,1810,3793,990,994,158364,19306
109,2024,ATL,45406031,45478621,345209,345083,314043628,9765781
110,2024,ATS,9,9,1,1,0,0
111,2024,ATT,2731,3995,2111,2113,20862,17262
112,2024,ATW,540346,540760,7647,7647,6287741,0
113,2024,ATY,14132,14132,627,633,0,0
114,2024,AUG,5224,5224,1193,1188,0,0
115,2024,AUK,3428,4726,2943,2949,37258,34813
116,2024,AUN,2,2,1,1,0,0
117,2024,AUO,41,41,4,4,0,0
118,2024,AUS,10159438,10273729,90001,89872,135628566,222532
119,2024,AUZ,11,11,1,1,0,0
120,2024,AVL,1096081,1097490,12844,12860,3475,0
121,2024,AVP,219505,221233,3289,3289,1242,0
122,2024,AVW,13,13,4,4,0,0
123,2024,AXX,47,47,14,14,0,0
124,2024,AZ3,20,20,3,3,0,0
125,2024,AZA,977643,980722,6598,6468,42548,0
126,2024,AZO,92381,92554,1926,1924,462,1
127,2024,B19,4,4,2,1,0,0
128,2024,B21,3,3,1,2,0,0
129,2024,BAF,1218,1218,21,25,0,0
130,2024,BAM,56,56,2,2,0,0
131,2024,BBX,123,123,42,42,0,0
132,2024,BCE,35,35,5,4,0,0
133,2024,BCT,4244,4291,288,281,0,0
134,2024,BDL,3233502,3246935,29893,29987,150293871,6516437
135,2024,BDR,93,93,26,33,0,0
136,2024,BDY,26,26,9,11,0,0
137,2024,BED,16387,16387,577,583,116437,0
138,2024,BET,165662,168264,41962,42028,6468451,17342204
139,2024,BFB,6,7,11,10,206,201
140,2024,BFD,3519,3522,1059,1051,0,0
141,2024,BFF,12919,15459,922,1004,204933,0
142,2024,BFI,25526,25741,4826,4871,70895582,10249351
143,2024,BFL,195105,195456,3205,3221,579362,0
144,2024,BFM,7615,7615,583,591,11116939,0
145,2024,BFT,18,18,6,4,0,0
146,2024,BGD,0,0,1,1,0,0
147,2024,BGM,24471,24471,415,414,0,0
148,2024,BGR,372036,373279,5593,5553,3778464,205304
149,2024,BGS,0,0,1,1,1176,0
150,2024,BGT,30,30,5,5,0,0
151,2024,BHB,10669,10669,1726,1726,0,0
152,2024,BHM,1595587,1631579,19884,20052,18502683,9382
153,2024,BID,11727,12270,3266,3295,4430,0
154,2024,BIF,1640,1640,28,29,0,0
155,2024,BIH,10072,10072,516,521,47460,0
156,2024,BIL,475319,479100,11185,11301,27843552,4191697
157,2024,BIS,295900,297177,4360,4511,284528,23325
158,2024,BJC,24982,29024,1489,1492,0,0
159,2024,BJI,28536,28600,993,1134,281994,0
160,2024,BKC,3835,4459,1309,1309,79862,31756
161,2024,BKG,2846,2846,30,30,0,0
162,2024,BKL,1392,1392,37,41,55069,0
163,2024,BKW,5906,18048,1198,1198,0,0
164,2024,BKX,24,24,2,2,0,0
165,2024,BLD,28500,28512,3232,2477,0,0
166,2024,BLI,266486,266900,3481,3601,862039,0
167,2024,BLM,211,211,46,41,0,0
168,2024,BLV,152389,153151,1072,1072,0,0
169,2024,BMG,2676,2770,46,44,44243,0
170,2024,BMI,161806,162259,2903,2904,5033989,0
171,2024,BML,11,11,2,1,0,0
172,2024,BNA,11798157,11875070,104088,104061,65720463,37242
173,2024,BNF,16,16,6,6,0,0
174,2024,BOI,2474747,2483177,29301,29307,44615194,5565332
175,2024,BOS,16855500,16874194,164312,164641,152900687,6817420
176,2024,BOW,18,18,3,5,0,0
177,2024,BPT,33907,33907,724,724,75,0
178,2024,BQK,42760,42760,811,811,0,0
179,2024,BQN,360511,360682,2710,2948,16947222,0
180,2024,BRD,16253,16253,664,664,0,0
181,2024,BRL,3934,3934,1054,1048,0,0
182,2024,BRO,187885,188149,3379,3375,94612,0
183,2024,BRW,43364,43468,3963,4061,2742808,2925883
184,2024,BTI,1941,2218,777,773,55596,36572
185,2024,BTL,0,0,17,18,6820,0
186,2024,BTM,15768,15768,696,696,0,0
187,2024,BTP,12,12,2,3,0,0
188,2024,BTR,419323,421285,6669,6666,12645,4
189,2024,BTT,1695,3118,657,648,83182,62322
190,2024,BTV,670239,670466,9519,9535,3011555,0
191,2024,BUF,2496031,2509317,25560,25577,30197437,1525121
192,2024,BUR,3382931,3395462,38707,38676,36282237,30
193,2024,BVU,889,1020,673,902,55547,2705
194,2024,BVY,25,25,10,13,0,0
195,2024,BWD,0,0,263,267,411225,0
196,2024,BWG,1287,1287,11,10,0,0
197,2024,BWI,12605406,12714673,103524,103825,231898790,7014412
198,2024,BXK,28,28,1,1,0,0
199,2024,BYH,0,0,4,3,0,0
200,2024,BZN,1321648,1323422,11813,11822,1660394,0
201,2024,C01,21,21,11,11,4324,0
202,2024,CAE,651388,662995,11960,11944,37893412,15685
203,2024,CAK,379989,382694,4786,4777,52156,0
204,2024,CAR,0,0,1,7,150,0
205,2024,CBA,5,18,11,11,0,0
206,2024,CBK,7,7,2,2,0,0
207,2024,CCR,13213,13389,686,698,0,0
208,2024,CDB,3453,5039,1640,1610,420026,835965
209,2024,CDC,11803,11965,895,909,163446,0
210,2024,CDL,9,9,11,11,9035,0
211,2024,CDR,1313,1313,352,343,0,0
212,2024,CDV,18641,32516,1136,1137,2527671,170896
213,2024,CDW,22,22,384,388,0,0
214,2024,CEC,8026,8028,756,753,61756,0
215,2024,CEF,592,785,11,10,0,0
216,2024,CEM,7,169,227,227,5175,6940
217,2024,CEZ,8799,8799,1255,1261,0,0
218,2024,CFT,68,68,15,15,0,0
219,2024,CGA,102,118,196,208,11864,9796
220,2024,CGF,26,26,6,5,0,0
221,2024,CGI,9171,9171,630,632,10300,0
222,2024,CGZ,2,2,1,1,0,0
223,2024,CHA,557545,564374,8634,8630,11050320,2039
224,2024,CHO,350756,351646,6729,6721,8151,0
225,2024,CHS,3104355,3137202,29875,30476,7807350,35
226,2024,CHU,344,428,310,309,5175,17379
227,2024,CIC,4,4,259,6,187002,0
228,2024,CID,759829,763110,9905,9912,38733782,600
229,2024,CIK,686,1067,390,406,101028,17009
230,2024,CIU,26479,26479,980,1026,133146,0
231,2024,CKB,42273,42274,873,874,21843,0
232,2024,CKD,249,324,313,313,11238,18484
233,2024,CKU,4,4,3,2,320,0
234,2024,CKV,0,0,2,2,905,0
235,2024,CKX,12,12,101,101,567,1822
236,2024,CLD,17110,17310,943,918,0,0
237,2024,CLE,4830320,4850683,44669,44468,77237661,2674614
238,2024,CLL,68267,70004,1242,1233,24412,0
239,2024,CLM,5,5,509,546,347738,0
240,2024,CLP,546,1236,534,535,10893,40412
241,2024,CLT,26172279,26230008,255929,256004,142525320,13268485
242,2024,CMH,4350403,4376056,44519,44513,4784083,303503
243,2024,CMI,86625,87082,1655,1656,7769,0
244,2024,CMX,25828,25828,962,944,82683,0
245,2024,CNM,4076,4076,982,984,0,0
246,2024,CNO,0,0,27,26,201973,0
247,2024,CNW,0,0,1,2,0,0
248,2024,CNY,10612,10612,673,693,0,0
249,2024,COD,37436,37436,922,925,0,0
250,2024,COE,78,78,21,19,0,0
251,2024,CON,12,12,6,6,0,0
252,2024,COS,1244078,1275480,13859,13930,8263074,4697
253,2024,COU,103069,103150,2143,2145,4991,0
254,2024,CPR,99654,99908,3799,3807,11349204,0
255,2024,CPS,5063,5111,127,129,9977,0
256,2024,CPX,14663,14895,3453,3433,1006,6982
257,2024,CRG,81,81,20,19,0,0
258,2024,CRP,369371,378052,5873,5828,50366,0
259,2024,CRW,202292,203066,3649,3644,9120,0
260,2024,CSG,63397,63445,1340,1330,247663,0
261,2024,CT1,23,23,12,9,0,0
262,2024,CT5,8,8,1,1,0,0
263,2024,CT6,2,2,1,1,0,0
264,2024,CT7,1,1,1,1,0,0
265,2024,CTH,33,33,9,13,0,0
266,2024,CVG,4357453,4382173,64116,64843,1226084151,92025
267,2024,CVN,12031,12031,619,623,0,0
268,2024,CVO,0,0,498,496,460671,0
269,2024,CVS,0,0,1,1,2566,0
270,2024,CWA,90087,90354,2003,2012,107280,0
271,2024,CWF,285,285,7,6,0,0
272,2024,CXF,5985,6800,1432,1420,67919,43234
273,2024,CXL,44,44,7,5,0,0
274,2024,CYF,3328,4872,1994,1997,29899,75701
275,2024,CYS,27483,28108,687,685,797,0
276,2024,CZF,52,52,35,34,27680,0
277,2024,CZN,125,125,121,121,7888,219
278,2024,DAB,337663,339534,3070,3073,2344,0
279,2024,DAG,6,6,1,1,0,0
280,2024,DAL,8644402,8798543,75177,75119,14785350,0
281,2024,DAY,624819,626653,10405,10417,6970365,9
282,2024,DBQ,6066,6236,101,101,0,0
283,2024,DCA,12500236,12512465,141063,141110,1167724,0
284,2024,DCK,7,7,7,7,0,0
285,2024,DCU,0,0,6,6,23146,0
286,2024,DDC,8300,10162,624,624,120,0
287,2024,DE3,6,6,4,3,0,0
288,2024,DEC,12740,17257,775,775,0,0
289,2024,DEN,37751107,37909172,321994,321941,268580045,11985540
290,2024,DET,7,7,1,2,0,0
291,2024,DFW,36327693,36382528,320463,320632,401227441,43097169
292,2024,DGB,329,332,346,355,891,0
293,2024,DHB,1937,1937,631,682,0,0
294,2024,DHN,39273,39338,1019,777,308331,0
295,2024,DIK,26143,26143,921,919,157544,0
296,2024,DIO,199,199,54,54,4282,0
297,2024,DJN,28,28,29,23,4910,0
298,2024,DKK,9,9,3,1,0,0
299,2024,DLG,34390,34592,6242,6265,2058950,4022789
300,2024,DLH,135730,137717,2543,2531,618744,0
301,2024,DLS,5,5,2,2,0,0
302,2024,DMN,5,5,2,2,0,0
303,2024,DOF,4,4,16,14,856,820
304,2024,DOV,8,8,35,38,203635,0
305,2024,DPA,6,6,7,6,18442,0
306,2024,DQK,1278,1278,12,8,0,0
307,2024,DQL,9,9,4,6,1000,0
308,2024,DQN,5,5,1,1,0,0
309,2024,DQS,6003,6003,608,398,0,0
310,2024,DRG,1345,3287,937,937,53981,60392
311,2024,DRO,250628,250702,4334,4543,250882,0
312,2024,DRT,0,0,484,477,820102,0
313,2024,DSI,3623,3639,175,175,0,0
314,2024,DSM,1554180,1569967,16877,16904,25013532,0
315,2024,DTO,0,0,6,6,7410,0
316,2024,DTW,14425694,14452292,134798,134879,102982948,5278775
317,2024,DUJ,5570,5579,1821,1792,0,0
318,2024,DUT,22712,22779,2551,2560,577246,337923
319,2024,DVL,9487,13085,660,660,0,0
320,2024,DVT,93,93,26,27,0,0
321,2024,DWH,15,15,5,4,0,0
322,2024,DXR,61,61,17,20,0,0
323,2024,DYL,8,8,3,2,0,0
324,2024,EAA,622,656,252,252,4044,1336
325,2024,EAR,14129,14130,935,1125,400417,0
326,2024,EAT,44459,44459,729,726,8380,0
327,2024,EAU,22269,22912,275,278,0,0
328,2024,ECP,918302,925998,9401,9422,2846,0
329,2024,EDA,84,92,122,125,3819,10070
330,2024,EDE,8,8,1,1,0,0
331,2024,EDF,0,0,12,45,411649,0
332,2024,EEK,2920,4492,2180,2182,43979,67840
333,2024,EEN,18,18,4,2,0,0
334,2024,EFD,194,197,3,3,0,0
335,2024,EFK,8,8,2,1,0,0
336,2024,EGE,282684,282684,3814,3815,25,0
337,2024,EGV,30,30,13,13,0,0
338,2024,EGX,476,583,494,493,118737,24938
339,2024,EHM,70,70,44,45,0,0
340,2024,EHR,21,21,16,17,0,0
341,2024,EIL,0,0,1,1,8063,0
342,2024,EKO,12881,12881,366,366,0,0
343,2024,ELD,2558,2562,706,708,0,0
344,2024,ELI,2006,3776,1155,1155,167084,48813
345,2024,ELM,85676,85683,1240,1212,112801,0
346,2024,ELP,2050734,2074997,22012,22151,84888547,2271979
347,2024,ELV,459,478,273,272,7984,2076
348,2024,EMK,9854,10181,6111,6114,386675,2732710
349,2024,ENA,75327,75380,13857,14521,735626,13592
350,2024,ENN,9,29,4,8,508,0
351,2024,ENW,9,9,2,2,0,0
352,2024,ERI,46719,46719,1003,1005,1502,0
353,2024,ESC,17114,17114,912,924,114842,0
354,2024,ESD,9194,9194,2255,2576,76008,0
355,2024,ESN,30,30,8,9,0,0
356,2024,EUG,824632,825747,9323,9321,1010446,40
357,2024,EVV,189505,189644,3479,3671,64426,0
358,2024,EWB,1976,1976,584,554,0,0
359,2024,EWN,86631,88950,2305,2310,1486154,0
360,2024,EWR,16928416,16942091,147951,146590,467804475,13660853
361,2024,EXI,24,26,18,18,0,0
362,2024,EYW,740529,740793,12576,12752,248653,0
363,2024,FAI,571336,573567,17997,18002,13603845,4321729
364,2024,FAK,4,4,3,3,0,0
365,2024,FAR,552342,554242,9640,9357,32691327,17924
366,2024,FAT,1104709,1107327,12726,12754,8707448,0
367,2024,FAY,168109,169165,3111,3114,1052,0
368,2024,FBK,44,44,12,12,2670,0
369,2024,FBS,5404,5404,1893,1447,5,0
370,2024,FCA,503753,503865,5626,5627,2128480,0
371,2024,FCM,2,2,1,2,0,0
372,2024,FDK,3,3,2,2,0,0
373,2024,FDY,0,0,1,1,1377,0
374,2024,FFO,94,94,1,2,0,0
375,2024,FHB,2,2,1,2,0,0
376,2024,FHU,9,9,1,1,0,0
377,2024,FID,178,178,38,38,0,0
378,2024,FL4,5,5,1,2,0,0
379,2024,FL7,2,2,2,1,0,0
380,2024,FL8,5,5,1,1,0,0
381,2024,FLG,79059,79059,2391,2507,431439,0
382,2024,FLL,13655237,13674638,97426,97224,96820967,1100727
383,2024,FLO,24713,25076,842,841,5193,0
384,2024,FLT,2,5,3,3,1752,8
385,2024,FME,4,4,2,2,0,0
386,2024,FMN,0,0,359,504,183495,0
387,2024,FMY,18,18,6,7,0,0
388,2024,FNL,2850,3052,32,34,20,0
389,2024,FNR,18,20,15,13,0,0
390,2024,FNT,285088,286011,3670,3468,12182421,0
391,2024,FOD,7733,11369,624,624,0,0
392,2024,FOE,2883,3016,65,69,13560,0
393,2024,FOK,453,453,160,173,0,0
394,2024,FPR,13,13,5,3,0,0
395,2024,FRD,12310,12498,3057,2935,37917,0
396,2024,FRG,1414,1414,140,153,0,0
397,2024,FRY,8,8,3,3,0,0
398,2024,FSD,700851,704744,10086,10046,39801574,0
399,2024,FSM,59119,59453,1163,1164,788,0
400,2024,FTW,2019,2019,44,44,17825,0
401,2024,FTY,12,12,6,6,0,0
402,2024,FVG,2,2,1,1,0,0
403,2024,FVO,1,1,1,1,0,0
404,2024,FWA,424439,425328,7428,7430,17625619,0
405,2024,FWL,0,0,1,1,0,0
406,2024,FXE,75,60,32,35,0,0
407,2024,FYU,5492,6624,1625,1616,133539,64407
408,2024,FYV,292,292,11,11,0,0
409,2024,GAI,32,32,10,9,0,0
410,2024,GAL,11852,12802,2872,2891,637352,966036
411,2024,GAM,2855,4334,1123,1123,80003,51806
412,2024,GBH,519,542,89,92,14202,0
413,2024,GBR,23,23,7,9,0,0
414,2024,GCC,30304,30304,741,741,0,0
415,2024,GCK,31161,31675,969,969,295220,0
416,2024,GCN,43893,43893,3812,3628,0,0
417,2024,GDC,0,0,32,36,43841,0
418,2024,GDV,2130,2130,688,689,0,0
419,2024,GED,21,21,7,6,0,0
420,2024,GEG,2064108,2069196,23405,24972,49173822,6007108
421,2024,GEK,0,0,3,3,1750,0
422,2024,GFK,92481,92666,1313,1308,0,0
423,2024,GFL,55,55,15,16,0,0
424,2024,GGG,35057,36590,755,756,659,0
425,2024,GGW,2970,2970,685,683,0,0
426,2024,GJT,270916,278936,4950,4868,4973420,1566
427,2024,GKN,367,376,360,375,15853,56158
428,2024,GLH,6581,6581,356,358,1038,0
429,2024,GLR,0,0,3,30,3950,0
